"f7","f7 2","b","flex","flex 2","b 2","mv1","b 3","mv1 2","w_iUH7","b 4","tl-m","ml1","w_kV33"
"May 27, 2025","Georgina","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Bought numerous of these my cats absolutely love them there price is great and the product is good!!","(0)",""
"May 28, 2025","ET","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","This was a little difficult to assemble (lots of pieces) but the cats seem to like it so it was a good purchase.","(0)","Good place for the cats."
"May 3, 2025","Bhaydell","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","It was as expected. Only complaint I had trouble putting the four post in both houses. Other then that it is good","(0)","Cat house"
"May 13, 2025","Jamie","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","item broke after only 3 weeks one of the seats broke completely off. you definitely get cheap for xheap. you get what you pay for","(0)",""
"Mar 28, 2025","trinity","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","MISSING A FrEAKING PIECE!! TF
got all the way to step 8 and saw i cant make the tree because im missing F","(0)",""
"Feb 26, 2025","Valerie","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","I ordered two of these cat towers, but I only got one???!!!! it says two on the order and I paid for two","(0)","Only received one of two"
"Apr 4, 2025","Michael","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","The cats love it. By far,  the best cat tree we've ever had. Seems to be holding up very well. 
Purchased two of them.","(0)",""
"Apr 17, 2025","sakinah","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","i put this together myself it took me about 45 mins . my cat tore the balls off of it besides that its sturdy and well worth the money","(0)",""
"Apr 26, 2025","Carrie","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","my cats absolutely love it andnI usually find them inside of it when I don't see them running around","(0)",""
"Apr 25, 2025","Lisa","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","the cats absolutely love it. one of the best investments made. complimentary piece of furniture and  now a muts have for cat lover's.","(0)",""
"Jun 10, 2025","Jan","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","A little complicated to put together, but looks exactly like the picture. I am very pleased with my purchase. Why is that?","(0)","Tall cat tree"
"Mar 12, 2025","Holly","Item details","Size: 54""","Color: Beige","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","The most poorly made shattered bolt openings sheet material cat tower ever. No wonder it was only 40 bucks.!!!'","(0)",""
"Apr 27, 2025","Jennifer","Item details","Color: Pink","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Amazing product! So easy to put together. Delivered quickly! sturdy and great for the cats. lovely color","(0)",""
"Mar 15, 2025","Luzbin","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","It wasn't that hard to put together. Once you read the instructions, it's nice and better than what I expect it..","(0)","Very nice"
"Apr 19, 2025","Donnell","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","Some of the screw holes are not lined up correctly, so if you purchase this, be prepared to improvise.","(0)","Could be better"
"Apr 12, 2025","Chris","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","The cat tower is made cheap. My cat has already ripped open the top of the tower. I won't be ordering that again . I haven't had it that long either.","(0)","Cat Tower"
"Mar 26, 2025","david","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My four cats love it. One sleeps in the top perch. It took two adults to construct it. My cats are happy. Well worth the work.","(0)",""
"Apr 22, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","For it being on sale for $35, I think it works wonderful. Our kitty loves it and sleeps on the top all the time!","(0)",""
"Jun 11, 2025","Lana","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","The hardware was missing from package. Called in  immediately %26 still have not received 10 days later. Major inconvenience.","(0)","hardware missing"
"May 9, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","amazing cat tree, very sturdy if in corner of wall - somewhat wobbles if in middle of wall but does come with a way to mount it","(0)",""
"Apr 26, 2025","JACQUELINE","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","cats cannnot get enough of this! what a wonderful item so entertaining esoecially withvthe multi level lowers and cubbies it is hide and seek time!!!","(0)",""
"Apr 17, 2025","Carol","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","The cats love it, even tried to help put it together, by pulling the balls. But it was a real puzzle for humans and it took several nieces to do it.","(0)","Meow, meow hurry up!"
"Mar 18, 2025","Jennifer","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Cats and kittens loved it it was easy instructions to put it together so it didn't take to long and the price was even better","(0)","Cat tree"
"Mar 26, 2025","Alex","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My kitten loves it and that's all that matters. It is well built and sturdy. 
I got this on a flash deal and I am so thankful.","(0)","Great cat tree"
"Apr 18, 2025","Ashley","Item details","Color: Beige","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","tiny bit smaller than expected.. or maybe my lil guy is just a big back.. other than that, great product! sturdy!!","(0)",""
"May 20, 2025","Ashley","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","I got this for some foster cats. My partner put it together easily, the cats love it and the price point was perfect.","(0)",""
"Apr 15, 2025","Leslie","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","Cute tower. Not too tall. Putting together was hard without all the instructions included. Overall satisfied now that it's together.","(0)",""
"Mar 15, 2025","Melissa","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I thought it would be cheaply made but it isn't. It's really sturdy. I have fat cats and without the anchor they still don't knock it over.","(0)",""
"May 14, 2025","Jennifer","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My cats love this tower!

This was easy to put together. All five of my cats love jumping, scratching, and sleeping on this beautiful cat tower.","(0)",""
"Mar 10, 2025","Sandi","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","FABULOUS!!! Easy to assemble if you follow the directions!! Easy to understand and Oscar loves his new condo :)","(0)",""
"May 10, 2025","Theresa","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","i love this cat tree. the only issue i see is its platforms are kind of small because my cat is very large.  overall i would recommend it","(0)","good catctree"
"Apr 8, 2025","Luis","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","had to return it and re order since the first one they sent was missing the screws. But once put together it's great. Good quality for what you pay","(0)","cats like it"
"Mar 15, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Came with loose screws all over the box . Not sure if I should try and put it together or send it back . Are all the screws here? Who knows .","(0)","Loose screws"
"Mar 3, 2025","Marie","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Perfect for kittens and smaller cats. Our big boy likes it even though he's a little too large for it.","(0)","Great for kittens"
"Apr 18, 2025","Holly","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I wasn't sure about buying this cat tree my cats are a bit big but they love it very much the price was great we are all happy about it","(0)",""
"May 31, 2025","Georgina","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Well worth the price! My cats love it so much I bought a second one. It does take a bit to put together but the end result is worth it.","(0)","Great deal!"
"Apr 23, 2025","angela","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","i really like the finshed cat tree but the carpet didn't not line up with the screw so it got to be a little annoying but other wise good","(0)","cat tree"
